NAME,ADDRESS,CITY,STATE,ZIP,ZIPP4,COUNTY,Geo Point,X,Y
CVS - 7057,212 NORTH MAIN STREET,SHELBY,NC,28152,645,CLEVELAND,"35.25493350068045, -81.66539568336405",-81.665396,35.254933
WAL-MART SUPERCENTER - 1774,3310 NC HIGHWAY 87 SOUTH,SANFORD,NC,27332,9628,LEE,"35.44271472910144, -79.13056494281783",-79.130565,35.442715
PITTMAN'S PHARMACY INCORPORATED,305 WEST GRANVILLE STREET,WINDSOR,NC,27983,1815,BERTIE,"35.99719532940093, -76.95005678399336",-76.950057,35.997195
EXTENSIVE PHARMACEUTICAL SERVICES,306 NORTH QUEEN STREET,KINSTON,NC,28501,4932,LENOIR,"35.2627043491264, -77.58141613084972",-77.581416,35.262704
WALGREENS - 10274,382 ASHEVILLE HIGHWAY,BREVARD,NC,28712,,TRANSYLVANIA,"35.24781711856513, -82.72160543344397",-82.721605,35.247817
BROUGHTON HOSPITAL,1000 SOUTH STERLING STREET,MORGANTON,NC,28655,3938,BURKE,"35.73048441362476, -81.6739299510064",-81.67393,35.730484
CANNON PHARMACY,1402 NORTH CANNON BOULEVARD,KANNAPOLIS,NC,28083,2662,ROWAN,"35.51435728546032, -80.60991946441172",-80.60992,35.514357
WALGREENS - 10707,1600 SPRING GARDEN STREET,GREENSBORO,NC,27403,2335,GUILFORD,"36.06530392873332, -79.81573958061713",-79.81574,36.065304
CAROLINAS MEDICAL CENTER - HOME INFUSION AND EQUIPTMENT,1601 ABBEY PLACE,CHARLOTTE,NC,28209,3731,MECKLENBURG,"35.169692212025936, -80.84867751475547",-80.848677,35.169692
GRANITE DRUG CENTER,21 FALLS AVENUE,GRANITE FALLS,NC,28630,1519,CALDWELL,"35.797704502560734, -81.42895687755781",-81.428957,35.797705
BLUE RIDGE HEALTH MART PHARMACY MIDTOWN,306 WILKESBORO AVENUE,NORTH WILKESBORO,NC,28659,4228,WILKES,"36.15712865316479, -81.1452508003841",-81.145251,36.157129
WAL-MART SUPERCENTER - 3700,2101 YOUNTS ROAD,INDIAN TRAIL,NC,28079,8505,UNION,"35.07882193808194, -80.64980319476159",-80.649803,35.078822
RITE AID - 11427,1013 EAST MEMORIAL DRIVE,AHOSKIE,NC,27910,3917,HERTFORD,"36.276600006784854, -76.97801920562179",-76.978019,36.2766
RITE AID - 11446,4305 NC HIGHWAY 49,HARRISBURG,NC,28075,,CABARRUS,"35.32161710984171, -80.64909423760894",-80.649094,35.321617
WALGREENS - 6579,671 SOUTH MEMORIAL DRIVE,GREENVILLE,NC,27834,2856,PITT,"35.60890731452093, -77.39379488552554",-77.393795,35.608907
WALGREENS - 7400,16711 BIRKDALE COMMONS PARKWAY,HUNTERSVILLE,NC,28078,4412,MECKLENBURG,"35.44405806442812, -80.88242470763412",-80.882425,35.444058
KMART,815 EAST INNES STREET,SALISBURY,NC,28144,4625,ROWAN,"35.65953312205588, -80.4642950189999",-80.464295,35.659533
CVS - 7539,1924 STATESVILLE BOULEVARD,SALISBURY,NC,28144,2035,ROWAN,"35.694165302686535, -80.5118866092796",-80.511887,35.694165
HARRIS TEETER - 179,19815 NORTH COVE ROAD,CORNELIUS,NC,28031,6445,MECKLENBURG,"35.47749883850057, -80.8941369230805",-80.894137,35.477499
GUITONS DRUG STORE,801 SOUTH MADISON STREET,WHITEVILLE,NC,28472,4613,COLUMBUS,"34.32099723523418, -78.70342290784086",-78.703423,34.320997
WALGREENS - 11202,1712 SOUTH STRATFORD ROAD,WINSTON SALEM,NC,27103,2926,FORSYTH,"36.06910575332785, -80.30547774849927",-80.305478,36.069106
WALGREENS - 10089,1327 MEADOWLARK DRIVE,WINSTON SALEM,NC,27106,,FORSYTH,"36.12143442355977, -80.36658084942665",-80.366581,36.121434
SERVICE DRUG STORE,102 WEST HAMLET STREET,PINETOPS,NC,27864,,EDGECOMBE,"35.791422104946136, -77.63773926855235",-77.637739,35.791422
CVS - 5595,550 NORTH MARTIN LUTHER KING JUNIOR DRIVE,WINSTON SALEM,NC,27101,4382,FORSYTH,"36.10150019587729, -80.23020972010248",-80.23021,36.1015
SAM'S CLUB - 6540,8909 JW CLAY BOULEVARD,CHARLOTTE,NC,28262,5415,MECKLENBURG,"35.31461494702214, -80.75447754770065",-80.754477,35.314615
CVS - 1674,16715 OLD STATESVILLE ROAD,HUNTERSVILLE,NC,28078,9583,MECKLENBURG,"35.44043824552856, -80.84518457670684",-80.845185,35.440438
KEL-SAVE DISCOUNT DRUGS,38 EAST MAIN STREET,SYLVA,NC,28779,3040,JACKSON,"35.374049570830984, -83.21297152441626",-83.212971,35.37405
PITTSBORO DISCOUNT DRUGS,628 EAST STREET,PITTSBORO,NC,27312,9474,CHATHAM,"35.71938466616938, -79.16697204702234",-79.166972,35.719385
RITE AID - 11509,408 BEAMAN STREET,CLINTON,NC,28328,2910,SAMPSON,"35.00507058663821, -78.32196971353139",-78.32197,35.005071
CAROLINAS MEDICAL CENTER - UNION,600 HOSPITAL DRIVE,MONROE,NC,28112,6000,UNION,"34.97559396209163, -80.52269555015947",-80.522696,34.975594
DENVER PHARMACY,388 NORTH NC HIGHWAY 16,DENVER,NC,28037,,LINCOLN,"35.45343332049133, -80.992041713854",-80.992042,35.453433
AKERS PHARMACY INCORPORATED,1595 EAST GARRISON BOULEVARD,GASTONIA,NC,28054,5138,GASTON,"35.25250093526993, -81.15672083110142",-81.156721,35.252501
RITE AID - 11423,718 EAST BOULEVARD,WILLIAMSTON,NC,27892,2738,MARTIN,"35.84859979374544, -77.05065059804666",-77.050651,35.8486
FOOD LION - 1685,50 NEUSE RIVER PARKWAY,CLAYTON,NC,27527,5275,JOHNSTON,"35.649260423529704, -78.3941778607197",-78.394178,35.64926
KERR DRUG,2233-113 AVENT FERRY ROAD,RALEIGH,NC,27606,2138,WAKE,"35.777474707291894, -78.67495585323",-78.674956,35.777475
RITE AID - 11441,2206 WEST FRANKLIN BOULEVARD,GASTONIA,NC,28052,1341,GASTON,"35.26000205275248, -81.222506867398",-81.222507,35.260002
STANLY REGIONAL MEDICAL CENTER,301 YADKIN STREET,ALBEMARLE,NC,28001,3441,STANLY,"35.3644290975248, -80.19496757069679",-80.194968,35.364429
KERR DRUG,625 HARPER AVENUE,LENOIR,NC,28645,5250,CALDWELL,"35.91400985407147, -81.53729515844479",-81.537295,35.91401
BI-LO - 206,2204 UNION ROAD,GASTONIA,NC,28054,6014,GASTON,"35.23292309002857, -81.16733286901663",-81.167333,35.232923
THE PRESCRIPTION CENTER OF LUMBERTON,2200 NORTH PINE STREET,LUMBERTON,NC,28358,3940,ROBESON,"34.632693418766216, -79.003438016751",-79.003438,34.632693
FREMONT PHARMACY,113 EAST MAIN STREET,FREMONT,NC,27830,9498,WAYNE,"35.54417022857318, -77.97447688739837",-77.974477,35.54417
HARRIS TEETER - 200,2741 NC HIGHWAY 55,CARY,NC,27519,6206,WAKE,"35.78535990453593, -78.87295976168365",-78.87296,35.78536
CVS - 4198,3914 CAPITAL BOULEVARD,RALEIGH,NC,27604,3412,WAKE,"35.834301212630855, -78.58208890987527",-78.582089,35.834301
PREVO DRUG INCORPORATED,363 SUNSET AVENUE,ASHEBORO,NC,27203,5611,RANDOLPH,"35.70559651146981, -79.81864450773777",-79.818645,35.705596
ABERDEEN PRESCRIPTION SHOPPE,1389 NORTH SANDHILLS BOULEVARD,ABERDEEN,NC,28315,2211,MOORE,"35.150645711430386, -79.41917076661757",-79.419171,35.150646
ANDREWS PHARMACY,1305 SOUTH HAWTHORNE ROAD,WINSTON SALEM,NC,27103,4121,FORSYTH,"36.07779642206717, -80.28438452942247",-80.284385,36.077796
FAYETTEVILLE FAMILY MEDICAL CARE,1307 AVON STREET,FAYETTEVILLE,NC,28304,4423,CUMBERLAND,"35.03531545254605, -78.93530263560814",-78.935303,35.035316
INDIAN TRAIL PHARMACY,106 INDIAN TRAIL ROAD SOUTH,INDIAN TRAIL,NC,28079,9669,UNION,"35.07697720373492, -80.66922548696662",-80.669225,35.076977
CVS - 1643,2002 SHILOH CHURCH ROAD,DAVIDSON,NC,28036,9550,CABARRUS,"35.44172474729924, -80.76332212371703",-80.763322,35.441725
BELMONT PHARMACY,105 PROFESSIONAL DRIVE,REIDSVILLE,NC,27320,7173,ROCKINGHAM,"36.336015895017496, -79.69481256185024",-79.694813,36.336016
HARRIS TEETER - 33,701 FRANCIS KING STREET,GREENSBORO,NC,27410,4105,GUILFORD,"36.08850253806166, -79.89107463728463",-79.891075,36.088502
CAROLINAS MEDICAL CENTER PHARMACY,1085 NORTHEAST GATEWAY COURT,CONCORD,NC,28025,2406,CABARRUS,"35.4541674640572, -80.59241894787611",-80.592419,35.454167
CVS - 7574,12121 SOUTH NC HIGHWAY 226,SPRUCE PINE,NC,28777,,MITCHELL,"35.889969797668, -82.06552033039887",-82.06552,35.88997
KERR DRUG,1587 SKEET CLUB ROAD,HIGH POINT,NC,27265,9530,GUILFORD,"36.03195608610445, -79.96988282803002",-79.969883,36.031956
RITE AID - 11369,11360 UNITED STATES HIGHWAY 70 WEST,CLAYTON,NC,27520,,JOHNSTON,"35.65124858175664, -78.46955972170376",-78.46956,35.651249
WALGREENS - 9555,7143 KNIGHTDALE BOULEVARD,KNIGHTDALE,NC,27545,9266,WAKE,"35.7990915611266, -78.48777010730458",-78.48777,35.799092
AMERICARE PHARMACY CONSULTANTS,1356 CHARLOTTE HIGHWAY,FAIRVIEW,NC,28730,8798,BUNCOMBE,"35.52510579459668, -82.41060507786202",-82.410605,35.525106
KERR DRUG,1531 NORTH HOWE STREET,SOUTHPORT,NC,28461,2608,BRUNSWICK,"33.93790613625917, -78.0266526935669",-78.026653,33.937906
CVS - 1737,6300 MONROE WEDDINGTON ROAD,WESLEY CHAPEL,NC,28104,7981,UNION,"35.000702299771305, -80.69769121417816",-80.697691,35.000702
INGLES - 80,225 CARL ELLER ROAD,MARS HILL,NC,28754,6004,MADISON,"35.82453346544706, -82.54417566257676",-82.544176,35.824534
COMPREHENSIVE CANCER CENTER PHARMACY,MEDICAL CENTER BOULEVARD,WINSTON SALEM,NC,27157,1,FORSYTH,"36.09100571374267, -80.26909421822356",-80.269094,36.091006
KERR DRUG,4441 SIX FORKS ROAD,RALEIGH,NC,27609,5729,WAKE,"35.84080379665788, -78.64365446018516",-78.643654,35.840804
KERR DRUG,140 NC HIGHWAY 102 WEST,AYDEN,NC,28513,,PITT,"35.476458321993945, -77.43727219345696",-77.437272,35.476458
STEDMAN DRUG CENTER,7445 CLINTON ROAD,STEDMAN,NC,28391,8901,CUMBERLAND,"35.01402806084631, -78.69397192616343",-78.693972,35.014028
RED SPRINGS DRUG COMPANY,114 SOUTH MAIN STREET,RED SPRINGS,NC,28377,1512,ROBESON,"34.81573599701862, -79.18272395324782",-79.182724,34.815736
WAL-MART SUPERCENTER - 1237,590 JACKSON BOULEVARD,ERWIN,NC,28339,9629,HARNETT,"35.320629310694116, -78.64813184021219",-78.648132,35.320629
TURNER'S FAMILY PHARMACY,451 MAIN STREET,ANDREWS,NC,28901,9648,CHEROKEE,"35.2009198444752, -83.8337227526029",-83.833723,35.20092
CENTRAL PHARMACY,2609 NORTH DUKE STREET,DURHAM,NC,27704,3048,DURHAM,"36.03153886003036, -78.9061994059778",-78.906199,36.031539
HARRIS TEETER - 268,431 PENINSULA DRIVE,DAVIDSON,NC,28036,,MECKLENBURG,"35.500460929728085, -80.86021238299507",-80.860212,35.500461
BENNETTS PHARMACY,301 EAST WENDOVER AVENUE,GREENSBORO,NC,27401,1209,GUILFORD,"36.08871006561701, -79.7858591910488",-79.785859,36.08871
RITE AID - 11316,995 BETHANIA RURAL HALL ROAD,RURAL HALL,NC,27045,9554,FORSYTH,"36.21451849743066, -80.30045051937591",-80.30045,36.214518
WILKES FAMILY PHARMACY,1300 WESTWOOD LANE,WILKESBORO,NC,28697,2638,WILKES,"36.13231661511968, -81.16664179668155",-81.166642,36.132317
RXCARE INCORPORATED,219 GILMER STREET,REIDSVILLE,NC,27320,3809,ROCKINGHAM,"36.36001492255058, -79.66498674404299",-79.664987,36.360015
WALKER'S PHARMACY,33 NORTH COLLEGE AVENUE,NEWTON,NC,28658,3235,CATAWBA,"35.66314743800381, -81.22119599669786",-81.221196,35.663147
RITE AID - 11468,1728 SOUTH BOULEVARD,CHARLOTTE,NC,28203,4728,MECKLENBURG,"35.212430105464975, -80.85810353574954",-80.858103,35.21243
RITE AID - 11432,625 PARK STREET,BELMONT,NC,28012,2777,GASTON,"35.254180958784204, -81.02927490381374",-81.029275,35.254181
WALGREENS - 9135,3529 NORTH ELM STREET,GREENSBORO,NC,27405,3108,GUILFORD,"36.130750095040796, -79.7983236084477",-79.798324,36.13075
GURLEY'S HEALTH MART PHARMACY,114 WEST MAIN STREET,DURHAM,NC,27701,3604,DURHAM,"35.995565629250386, -78.9008922385859",-78.900892,35.995566
EVERGREEN PACKAGING FAMILY PHARMACY,123 PARK STREET,CANTON,NC,28716,4319,HAYWOOD,"35.53088408892954, -82.84402326106463",-82.844023,35.530884
COLONIAL PHARMACY,700 EAST MAIN STREET,MURFREESBORO,NC,27855,1214,HERTFORD,"36.44200668186282, -77.09288913392633",-77.092889,36.442007
SAM'S CLUB - 8129,412 SOUTH COLLEGE ROAD,WILMINGTON,NC,28403,1715,NEW HANOVER,"34.233474685808055, -77.87800765472943",-77.878008,34.233475
BI-LO - 445,4430 THE PLAZA,CHARLOTTE,NC,28215,2034,MECKLENBURG,"35.24864173752614, -80.77968961768168",-80.77969,35.248642
CVS - 7031,2210 FLEMING ROAD,GREENSBORO,NC,27410,9371,GUILFORD,"36.126502721123636, -79.90579301203785",-79.905793,36.126503
CARRBORO COMMUNITY HEALTH CENTER PHARMACY,301 LLOYD STREET,CARRBORO,NC,27510,1823,ORANGE,"35.91336690176108, -79.06973216730566",-79.069732,35.913367
WALGREENS - 11423,108 EAST FRANKLIN STREET,CHAPEL HILL,NC,27514,3616,ORANGE,"35.912995278509285, -79.0551011571926",-79.055101,35.912995
TARGET,1000 SHOPPES AT MIDWAY DRIVE,KNIGHTDALE,NC,27545,7313,WAKE,"35.798466159985246, -78.51004339158924",-78.510043,35.798466
ALMAND'S DRUG STORE,3621 SUNSET AVENUE,ROCKY MOUNT,NC,27804,3411,NASH,"35.96247335326261, -77.85020456059196",-77.850205,35.962473
KMART,4500 WESTERN BOULEVARD,RALEIGH,NC,27606,1814,WAKE,"35.78623218037079, -78.70110686758782",-78.701107,35.786232
CVS - 3385,505 SOUTH MEMORIAL DRIVE,GREENVILLE,NC,27834,2853,PITT,"35.61186685297286, -77.39268790552238",-77.392688,35.611867
SOUTHSIDE DRUG COMPANY,1005 NICHOLAS STREET,HENDERSON,NC,27536,4945,VANCE,"36.317097291506784, -78.4051197546729",-78.40512,36.317097
BI-LO - 607,1642 DICKERSON BOULEVARD,MONROE,NC,28110,2764,UNION,"35.00081323564228, -80.56666746183389",-80.566667,35.000813
MEDICAL PARK PHARMACY,301 PENNY LANE,MOREHEAD CITY,NC,28557,4307,CARTERET,"34.728233917061615, -76.75731102088689",-76.757311,34.728234
RITE AID - 11370,1560 NC HIGHWAY 56,CREEDMOOR,NC,27522,8295,GRANVILLE,"36.14430936598443, -78.72245870560475",-78.722459,36.144309
HARRIS TEETER - 88,13000 SOUTH TRYON STREET,CHARLOTTE,NC,28278,7652,MECKLENBURG,"35.10323975201293, -80.99096171351225",-80.990962,35.10324
NEIL MEDICAL GROUP,947 NORTH MAIN STREET,MOORESVILLE,NC,28115,2355,IREDELL,"35.587616825556026, -80.79571185291967",-80.795712,35.587617
CVS - 6401,200 NORTH GREEN STREET,MORGANTON,NC,28655,3343,BURKE,"35.74766744699507, -81.68874831238465",-81.688748,35.747667
RITE AID - 11566,846 MERRIMON AVENUE,ASHEVILLE,NC,28804,2405,BUNCOMBE,"35.62838878391522, -82.55416869622829",-82.554169,35.628389
KERR DRUG,1519 SOUTH YORK ROAD,GASTONIA,NC,28052,6137,GASTON,"35.24321875094459, -81.19426975954177",-81.19427,35.243219
RITE AID - 11412,3590 SUNSET AVENUE,ROCKY MOUNT,NC,27804,3408,NASH,"35.96416652576453, -77.84877303055087",-77.848773,35.964166
HARRIS TEETER - 209,9925 ROSE COMMONS DRIVE,HUNTERSVILLE,NC,28078,3335,MECKLENBURG,"35.40913746042541, -80.8619918184676",-80.861992,35.409137
LEGACY CONSULTANT PHARMACY,3064 SALEM INDUSTRIAL DRIVE,WINSTON SALEM,NC,27127,,FORSYTH,"36.029945316223326, -80.32458015634907",-80.32458,36.029945
CVS - 1752,930 MARTIN LUTHER KING PARKWAY,DURHAM,NC,27713,3450,DURHAM,"35.947863544666845, -78.92290142076392",-78.922901,35.947863
KERR DRUG,116 WEST DEPOT STREET,ANGIER,NC,27501,6696,HARNETT,"35.50771313015678, -78.74162659399211",-78.741627,35.507713
WALGREENS - 9897,2201 NORTH HERRITAGE STREET,KINSTON,NC,28501,2256,LENOIR,"35.28397354394387, -77.5883239862629",-77.588324,35.283974
COSTCO,2125 MATTHEWS TOWNSHIP PARKWAY,MATTHEWS,NC,28105,5766,MECKLENBURG,"35.13010486045095, -80.70473824417459",-80.704738,35.130105
WAL-MART SUPERCENTER - 1155,5070 FAYETTEVILLE ROAD,LUMBERTON,NC,28358,2108,ROBESON,"34.66403337743838, -79.00584850650334",-79.005848,34.664033
BLOUNTS MUTUAL DRUGS,323 BROAD STREET,EDENTON,NC,27932,,CHOWAN,"36.05824896671638, -76.60873471723338",-76.608735,36.058249
CVS - 4441,1119 EASTCHESTER DRIVE,HIGH POINT,NC,27265,3113,GUILFORD,"35.992626312953966, -79.99945910285531",-79.999459,35.992626
CVS - 7344,510 HIGHWAY 70 WEST,HAVELOCK,NC,28532,,CRAVEN,"34.91001399734807, -76.9345948506718",-76.934595,34.910014
WAL-MART - 2496,200 WATAUGA VILLAGE DRIVE,BOONE,NC,28607,5029,WATAUGA,"36.19685980273765, -81.66004227283257",-81.660042,36.19686
BIOLOGICS,120 WESTON OAKS COURT,CARY,NC,27513,2256,WAKE,"35.823462753303374, -78.78788147514994",-78.787881,35.823463
MOUNT OLIVE PHARMACY,615 NORTH BREAZEALE AVENUE,MOUNT OLIVE,NC,28365,1203,WAYNE,"35.20328705345473, -78.06594353416673",-78.065944,35.203287
WALGREENS - 6927,2653 WARD BOULEVARD,WILSON,NC,27893,1667,WILSON,"35.75253583695927, -77.93124452331607",-77.931245,35.752536
SAM'S CLUB - 8223,2537 SOUTH SAUNDERS STREET,RALEIGH,NC,27603,2843,WAKE,"35.750424805260536, -78.64583600322895",-78.645836,35.750425
LUTHERAN SERVICES FOR THE AGING,1416 SOUTH MARTIN LUTHER KING JUNIOR AVENUE,SALISBURY,NC,28144,,ROWAN,"35.65326187063881, -80.4855156765072",-80.485516,35.653262
BEDDINGFIELD DRUG COMPANY,325 EAST MAIN STREET,CLAYTON,NC,27520,2463,JOHNSTON,"35.650699794759696, -78.4571282185924",-78.457128,35.6507
RITE AID - 11491,9107 LAWYERS ROAD,MINT HILL,NC,28227,5145,MECKLENBURG,"35.18824508554223, -80.68982202576586",-80.689822,35.188245
KERR DRUG,11 UNITED STATES HIGHWAY 64 EAST,PLYMOUTH,NC,27962,,WASHINGTON,"35.85904403075738, -76.74530193743446",-76.745302,35.859044
VALUE RX PHARMACY,107 SOUTH PINE STREET,WARSAW,NC,28398,1924,DUPLIN,"34.99937004229359, -78.09042111344357",-78.090421,34.99937
FLETCHER COMMUNITY PHARMACY,50 HOSPITAL DRIVE,HENDERSONVILLE,NC,28792,5248,HENDERSON,"35.38933699790407, -82.48740697375278",-82.487407,35.389337
BLOWING ROCK HOSPITAL / BLOWING ROCK SKILLED NURSING FACILITY,418 CHESTNUT DRIVE,BLOWING ROCK,NC,28605,9216,WATAUGA,"36.128858072542, -81.67700281482801",-81.677003,36.128858
ELK PHARMACY,116 EAST MAIN STREET,ELKIN,NC,28621,3429,SURRY,"36.24402949136786, -80.84999275346277",-80.849993,36.24403
TARGET,4191 THE CIRCLE AT NORTH HILLS STREET,RALEIGH,NC,27609,5712,WAKE,"35.83648073849524, -78.64175254604314",-78.641752,35.836481
MARINE CORPS EXCHANGE PHARMACY-DOD,100 BREWSTER BOULEVARD,CAMP LEJEUNE,NC,28547,2538,ONSLOW,"34.67439837158758, -77.34078020074564",-77.34078,34.674398
MEDPRO RX,140 NORTHWAY COURT,RALEIGH,NC,27615,4916,WAKE,"35.882922474492595, -78.64814285151135",-78.648143,35.882922
HOMECHOICE PARTNERS,2300 ENGLERT DRIVE,DURHAM,NC,27713,4450,DURHAM,"35.894658544456256, -78.89080486425306",-78.890805,35.894658
CVS - 7943,8101 KENSINGTON DRIVE,WAXHAW,NC,28173,103,UNION,"34.95563491402002, -80.75740241818703",-80.757402,34.955635
BOONE DRUG,579 GREENWAY ROAD,BOONE,NC,28607,4809,WATAUGA,"36.199299026728674, -81.66928693474418",-81.669287,36.199299
BI-LO - 420,1909 EAST BROAD STREET,STATESVILLE,NC,28625,4309,IREDELL,"35.79185902167649, -80.8510749850225",-80.851075,35.791859
HARRIS TEETER - 30,3333 PINEVILLE-MATTHEWS ROAD,CHARLOTTE,NC,28226,9322,MECKLENBURG,"35.096274679033165, -80.78447174737322",-80.784472,35.096275
MOSES CONE HEALTH SYSTEM OUTPATIENT PHARMACY,1131 NORTH CHURCH STREET,GREENSBORO,NC,27401,1007,GUILFORD,"36.09292425005406, -79.78434736683747",-79.784347,36.092924
KROGER,1610 MARTIN LUTHER KING JUNIOR BOULEVARD,RALEIGH,NC,27610,3468,WAKE,"35.76868958635531, -78.61344582706322",-78.613446,35.76869
INGLES MARKETS - 116,230 NC HIGHWAY 64,HAYESVILLE,NC,28904,,CLAY,"35.03300379918595, -83.81612324499172",-83.816123,35.033004
WALGREENS - 9458,841 MERRIMON AVENUE,ASHEVILLE,NC,28804,2404,BUNCOMBE,"35.62696430365968, -82.55231875750461",-82.552319,35.626964
HARRIS TEETER - 342,1605 NEW GARDEN ROAD,GREENSBORO,NC,27410,2001,GUILFORD,"36.11867739174822, -79.875899493267",-79.8759,36.118677
ASHWORTH REXALL DRUGS,105 WEST CHATHAM STREET,CARY,NC,27511,3331,WAKE,"35.78711186661933, -78.78143058235547",-78.781431,35.787112
SPECTRUM INFUSION,2601 BLUE RIDGE ROAD,RALEIGH,NC,27607,6481,WAKE,"35.81584043149069, -78.7057081571057",-78.705708,35.81584
WAL-MART SUPERCENTER - 1641,1529 WASHINGTON STREET,WILLIAMSTON,NC,27892,,MARTIN,"35.83405440718513, -77.06290896637567",-77.062909,35.834054
RITE AID - 11328,2127 CHAPEL HILL ROAD,BURLINGTON,NC,27215,7142,ALAMANCE,"36.06709427118362, -79.4292053867192",-79.429205,36.067094
CVS - 3987,11560 NC HIGHWAY 55,GRANTSBORO,NC,28529,9447,PAMLICO,"35.141685654369425, -76.83075474933217",-76.830755,35.141686
REALO DISCOUNT DRUG STORES,107 WEST BROADWAY STREET,PINK HILL,NC,28572,7998,LENOIR,"35.05475350536992, -77.74541360875104",-77.745414,35.054753
WALGREENS - 10619,840 NC HIGHWAY 24 27 BYPASS EAST,ALBEMARLE,NC,28001,,STANLY,"35.34841978104804, -80.16567267215603",-80.165673,35.34842
WAL-MART SUPERCENTER - 4594,2505 LINCOLNTON HIGHWAY,CHERRYVILLE,NC,28021,8346,GASTON,"35.400981742613276, -81.34052188227898",-81.340522,35.400982
GATEWAY PHARMACY,510 PINEVIEW DRIVE,KERNERSVILLE,NC,27284,3663,FORSYTH,"36.11449094420168, -80.06591865042536",-80.065919,36.114491
MEDICAL PHARMACY OF LOCUST,236 MARKET STREET,LOCUST,NC,28097,,STANLY,"35.26046742583099, -80.43062804205049",-80.430628,35.260467
ADVANCED HOME CARE,4001 PIEDMONT PARKWAY,HIGH POINT,NC,27265,9402,GUILFORD,"36.05321091695024, -79.95981978125785",-79.95982,36.053211
RITE AID - 11375,806 EAST ASH STREET,GOLDSBORO,NC,27530,3804,WAYNE,"35.38182541321223, -77.98364640195983",-77.983646,35.381825
CVS - 4846,3302 MARKET STREET,WILMINGTON,NC,28403,1320,NEW HANOVER,"34.2399018634802, -77.90360011545293",-77.9036,34.239902
REALO DISCOUNT DRUGS,601 NORTH 8TH STREET,SMITHFIELD,NC,27577,4119,JOHNSTON,"35.5149902193231, -78.33608014568215",-78.33608,35.51499
KROGER,4111-101 NEW BERN AVENUE,RALEIGH,NC,27610,1372,WAKE,"35.800204421796586, -78.56674801001262",-78.566748,35.800204
MORRISVILLE PHARMACY AND COMPOUNDING,3500 DAVIS DRIVE,MORRISVILLE,NC,27560,8819,WAKE,"35.81744247029376, -78.8460923761622",-78.846092,35.817442
WALGREENS - 10608,1000 DALLAS CHERRYVILLE HIGHWAY,DALLAS,NC,28034,9221,GASTON,"35.31606430882077, -81.19036604895396",-81.190366,35.316064
CAROLINAS MEDICAL CENTER - MEDICAL CENTER PLAZA,1001 BLYTHE BOULEVARD,CHARLOTTE,NC,28203,5863,MECKLENBURG,"35.204996498289745, -80.8390121418968",-80.839012,35.204997
KERR DRUG,6140 FALLS OF NEUSE ROAD,RALEIGH,NC,27609,3528,WAKE,"35.86692492474544, -78.61848013025374",-78.61848,35.866925
CVS - 3643,1398 UNION CROSS ROAD,KERNERSVILLE,NC,27284,7532,FORSYTH,"36.08697724470402, -80.10052583799697",-80.100526,36.086977
HARRIS TEETER - 379,636 SPARTANBURG HIGHWAY,HENDERSONVILLE,NC,28792,5761,HENDERSON,"35.3090283971428, -82.45517140183868",-82.455171,35.309028
RITE AID - 11568,1001 PATTON AVENUE WEST,ASHEVILLE,NC,28806,3603,BUNCOMBE,"35.58904340392989, -82.5916743142182",-82.591674,35.589043
WALGREENS - 10287,9848 GILEAD ROAD,HUNTERSVILLE,NC,28078,,MECKLENBURG,"35.40656543264855, -80.86294733824904",-80.862947,35.406565
HARRIS TEETER - 306,3330 WEST FRIENDLY AVENUE,GREENSBORO,NC,27410,4806,GUILFORD,"36.0880615051343, -79.83761672613096",-79.837617,36.088062
RANDLEMAN DRUG,600 WEST ACADEMY STREET,RANDLEMAN,NC,27317,9748,RANDOLPH,"35.820213267128544, -79.81550391777158",-79.815504,35.820213
CAROLINA PHARMACY,610 NORTH FAYETTEVILLE STREET,ASHEBORO,NC,27203,4670,RANDOLPH,"35.715096951363186, -79.81103320621745",-79.811033,35.715097
OAK RIDGE FAMILY PHARMACY,1427-A NC HIGHWAY 68 NORTH,OAK RIDGE,NC,27310,9768,GUILFORD,"36.16573372173382, -79.98364097055432",-79.983641,36.165734
WALGREENS - 7715,103 GREENVILLE BOULEVARD SOUTHEAST,GREENVILLE,NC,27858,5707,PITT,"35.5786806949581, -77.38082313448005",-77.380823,35.578681
